degree-program,current-semester,hours-study-per-day-average,hours-per-day-use-mobile phone,GPA-current/previous-semester,expected-GPA-this-course/semester,hours-sleep-per-night,average-class-attendance,hours-per-day-use-social-media-apps,use-mobile-during-study-sessions,preferred-study-time,primary-study-method,revise-within-24-hours-after-class,start–preparing-exams,academic-stress-level,motivation-level,procrastinate
BS English,4,3.8,1.9,3.31,3.14,9.4,83.0,2.1,Rarely,Evening,Group study,Sometimes,2–3 days before,1,3,Yes
BS Software Engineering,6,3.3,4.0,3.44,3.13,7.2,65.6,4.3,Rarely,Late night,Mixed,Often,Throughout the semester,5,2,Sometimes
BS Mathematics,3,2.0,4.1,4.0,3.32,5.1,91.7,2.3,Often,Morning,Mixed,Sometimes,1 week before,3,5,Sometimes
BSCS,3,5.0,3.8,2.32,3.24,6.1,95.7,4.5,Rarely,Evening,Practice questions,Sometimes,Throughout the semester,2,2,Yes
BS Software Engineering,5,1.6,3.7,3.84,3.18,6.0,94.5,2.4,Sometimes,Late night,Video lectures,Never,1 week before,4,1,Yes
BS Mathematics,5,1.5,4.5,3.29,3.74,7.0,96.3,3.7,Sometimes,Late night,Mixed,Never,1 week before,4,4,Sometimes
Docter of optometry,5,1.7,2.8,4.0,3.75,5.9,78.5,3.2,Sometimes,Evening,Practice questions,Sometimes,1 week before,4,1,No
DPT,3,1.5,4.5,2.14,2.97,7.8,91.3,4.0,Sometimes,Late night,Mixed,Sometimes,2–3 days before,5,3,Sometimes
BS AI,2,1.9,4.3,1.53,3.24,14.5,81.0,1.5,Sometimes,Late night,Mixed,Always,Last day,5,1,Sometimes
BBA,1,1.5,3.2,0.0,2.68,2.5,78.3,2.7,Sometimes,Late night,Group study,Often,Throughout the semester,3,5,Sometimes
BS Data Science,4,1.5,3.5,2.77,3.67,7.2,77.6,3.0,Sometimes,Late night,Mixed,Never,Last day,5,1,Yes
BS Software Engineering,1,1.9,3.3,2.17,3.17,6.6,83.7,2.6,Rarely,Evening,Mixed,Sometimes,1 week before,2,4,Sometimes
BS AI,3,1.6,4.5,2.94,3.63,8.5,85.4,1.9,Rarely,Afternoon,Mixed,Sometimes,Throughout the semester,3,2,Yes
BS Software Engineering,1,5.5,2.4,3.11,3.67,11.1,82.1,0.6,Rarely,Late night,Video lectures,Sometimes,2–3 days before,0,3,Sometimes
BS English,5,4.6,3.5,3.15,3.26,7.1,89.0,3.1,Often,Morning,Mixed,Sometimes,2–3 days before,4,1,Sometimes
BS Software Engineering,7,1.9,4.1,3.02,3.26,6.6,86.0,4.5,Sometimes,Late night,Mixed,Rarely,Last day,4,1,No
BS Software Engineering,3,5.2,2.6,2.99,3.75,6.8,97.5,0.7,Sometimes,Afternoon,Group study,Sometimes,1 week before,3,3,Sometimes
BS AI,4,2.1,1.5,0.0,3.25,12.1,83.2,2.3,Always,Late night,Video lectures,Often,Throughout the semester,5,3,Sometimes
BS Data Science,5,1.8,3.5,2.26,3.29,6.7,84.1,1.8,Often,Afternoon,Mixed,Rarely,1 week before,5,2,Sometimes
DPT,2,1.6,4.5,2.49,3.32,6.3,93.4,3.6,Often,Morning,Mixed,Never,2–3 days before,3,2,Yes
BS Software Engineering,5,5.5,1.5,0.0,3.26,7.0,96.2,2.2,Always,Evening,Mixed,Never,Throughout the semester,4,1,Yes
BS Software Engineering,5,1.5,4.4,2.8,3.37,6.2,92.2,0.8,Rarely,Morning,Mixed,Rarely,2–3 days before,5,4,Sometimes
BBA,5,1.5,3.9,2.61,3.43,6.2,89.8,3.8,Never,Morning,Mixed,Rarely,1 week before,3,2,Yes
BS Data Science,4,5.5,4.5,2.86,3.75,14.3,96.4,4.5,Often,Late night,Practice questions,Sometimes,2–3 days before,5,1,Sometimes
BS Data Science,1,4.9,1.5,2.43,3.75,11.4,74.2,2.3,Rarely,Late night,Video lectures,Sometimes,Throughout the semester,1,3,Sometimes
BS Urdu,3,3.2,1.5,2.41,3.21,6.6,96.9,1.0,Rarely,Evening,Practice questions,Often,Throughout the semester,2,1,Yes
BS Data Science,4,1.5,4.3,3.67,3.64,6.1,90.3,2.6,Sometimes,Morning,Mixed,Rarely,2–3 days before,3,2,Sometimes
BS Data Science,1,2.1,4.2,3.2,3.15,6.4,77.7,2.6,Often,Late night,Mixed,Rarely,1 week before,5,4,Sometimes
BS Accounting & finance,1,4.4,2.7,4.0,3.73,11.7,94.3,4.3,Sometimes,Morning,Video lectures,Never,Last day,5,3,Sometimes
BS Software Engineering,7,1.5,2.5,3.74,3.75,6.8,74.3,3.5,Often,Evening,Reading notes,Never,Last day,5,1,Sometimes
BS Mathematics,1,5.5,4.3,3.36,3.27,5.2,60.0,2.1,Rarely,Evening,Video lectures,Always,Throughout the semester,1,3,Sometimes
BS Software Engineering,5,1.5,4.5,3.92,3.75,6.8,86.1,4.5,Sometimes,Late night,Mixed,Sometimes,1 week before,5,4,Sometimes
BS Data Science,6,2.1,2.1,2.04,3.35,6.2,80.5,1.3,Sometimes,Late night,Mixed,Never,Last day,5,3,Yes
BS Data Science,3,5.5,4.2,2.72,3.72,14.5,86.7,1.8,Rarely,Evening,Mixed,Rarely,1 week before,4,3,Sometimes
BS Computer Science,5,5.1,3.6,0.65,3.26,5.5,96.8,3.5,Often,Evening,Mixed,Sometimes,Throughout the semester,1,2,Yes
Docter of optometry,5,1.7,3.6,4.0,3.75,7.2,76.8,4.5,Sometimes,Morning,Mixed,Rarely,1 week before,5,1,Yes
BBA,4,1.6,3.3,3.52,3.74,7.1,84.8,4.2,Sometimes,Morning,Mixed,Never,1 week before,1,1,Sometimes
BBA,5,1.5,4.5,3.63,2.74,6.0,91.7,3.7,Sometimes,Morning,Mixed,Sometimes,Throughout the semester,5,4,Yes
Radiology,3,5.4,4.5,0.0,3.35,6.0,76.3,1.0,Sometimes,Morning,Mixed,Never,Last day,5,2,Sometimes
BS Software Engineering,1,1.8,2.6,3.24,3.18,5.8,89.2,3.8,Sometimes,Evening,Mixed,Often,1 week before,1,5,Yes
Docter of optometry,5,5.5,3.6,3.05,3.24,7.1,80.9,1.8,Always,Afternoon,Mixed,Often,Throughout the semester,3,3,Sometimes
BS Urdu,4,1.5,3.9,0.0,3.31,7.2,93.3,0.5,Often,Morning,Mixed,Sometimes,Last day,5,1,Sometimes
BS Data Science,5,1.5,3.1,3.56,3.72,6.6,87.4,3.9,Often,Morning,Mixed,Often,1 week before,1,2,Sometimes
BS Software Engineering,5,5.2,1.5,0.0,3.63,12.9,80.8,3.0,Rarely,Late night,Video lectures,Rarely,Throughout the semester,2,5,Sometimes
Docter of optometry,4,3.4,3.5,4.0,3.15,7.0,96.8,4.3,Rarely,Late night,Practice questions,Often,Throughout the semester,0,1,No
Radiology,1,1.5,3.8,1.98,3.75,5.9,84.4,0.0,Sometimes,Afternoon,Mixed,Sometimes,1 week before,0,5,Sometimes
BS Data Science,6,2.1,3.6,0.0,3.54,7.0,82.4,3.0,Often,Late night,Mixed,Sometimes,Last day,5,1,Yes
BBA,2,2.0,3.3,2.75,3.27,6.2,83.6,1.2,Sometimes,Evening,Mixed,Never,2–3 days before,5,1,Yes
DPT,3,2.0,3.3,2.41,3.26,6.6,78.0,1.4,Sometimes,Evening,Mixed,Rarely,2–3 days before,3,2,Sometimes
BS Data Science,3,1.6,4.4,2.23,2.86,6.5,88.3,2.5,Sometimes,Late night,Mixed,Rarely,Last day,5,3,Sometimes
DPT,5,1.6,3.7,1.85,2.85,6.6,95.2,1.5,Often,Late night,Mixed,Sometimes,1 week before,5,3,No
Docter of optometry,3,1.6,3.3,3.43,3.54,6.2,97.5,2.7,Sometimes,Evening,Video lectures,Always,Throughout the semester,3,2,Sometimes
BS Software Engineering,5,2.1,3.2,2.64,3.23,7.1,75.7,3.8,Sometimes,Late night,Mixed,Rarely,1 week before,5,1,Sometimes
BS Data Science,3,4.9,2.0,3.9,3.68,6.0,93.8,1.8,Sometimes,Evening,Mixed,Always,2–3 days before,5,4,Sometimes
BS Data Science,4,1.5,4.0,2.81,3.25,5.8,86.6,3.6,Rarely,Late night,Video lectures,Sometimes,2–3 days before,5,5,Yes
BBA,3,2.0,4.0,1.92,3.75,6.6,76.5,1.3,Rarely,Morning,Mixed,Never,1 week before,5,4,Sometimes
BS Urdu,1,2.0,3.7,3.82,3.38,6.4,85.7,4.0,Always,Evening,Mixed,Often,1 week before,3,2,No
BS Software Engineering,5,1.6,4.5,3.89,3.75,6.2,92.9,4.5,Sometimes,Morning,Mixed,Rarely,1 week before,2,1,No
BS AI,1,3.5,3.8,2.61,2.53,6.5,91.0,1.6,Rarely,Morning,Practice questions,Sometimes,Throughout the semester,5,1,Sometimes
Radiology,7,1.5,3.8,1.84,3.23,6.3,60.0,1.9,Sometimes,Afternoon,Practice questions,Never,Last day,5,1,Yes
BS AI,6,1.5,3.7,2.91,3.64,7.4,88.1,2.1,Often,Morning,Mixed,Never,1 week before,5,1,Yes
DPT,2,5.5,1.5,2.8,2.86,7.0,92.1,0.0,Sometimes,Evening,Group study,Never,Throughout the semester,3,3,No
BS Software Engineering,4,4.6,3.6,2.22,3.17,5.9,81.6,2.2,Rarely,Evening,Video lectures,Sometimes,Throughout the semester,4,1,Yes
BBA,7,5.1,3.4,1.83,3.75,11.1,93.4,2.5,Sometimes,Late night,Practice questions,Sometimes,Last day,4,1,Sometimes
BS Data Science,2,1.6,3.3,2.3,3.16,2.5,97.5,3.9,Sometimes,Late night,Mixed,Rarely,2–3 days before,3,5,Sometimes
BS Computer Science,1,3.5,3.5,2.82,3.4,6.1,94.6,1.5,Often,Late night,Mixed,Sometimes,1 week before,0,4,Yes
Radiology,6,1.5,4.2,3.32,3.32,14.5,90.5,0.9,Always,Late night,Mixed,Often,Last day,3,2,Sometimes
BS Software Engineering,7,3.9,3.5,3.47,3.2,7.1,86.2,1.9,Sometimes,Evening,Reading notes,Sometimes,Throughout the semester,5,1,Yes
BS Data Science,1,1.7,1.5,2.52,3.75,6.6,84.1,1.2,Always,Afternoon,Mixed,Often,Throughout the semester,0,2,Sometimes
BS Mathematics,3,5.4,2.9,2.63,3.34,10.1,76.7,0.4,Always,Late night,Group study,Sometimes,2–3 days before,4,4,Sometimes
BS Data Science,6,1.5,3.5,2.28,3.17,6.1,83.6,3.4,Sometimes,Morning,Mixed,Never,1 week before,2,1,Yes
BSCS,5,3.2,3.7,3.64,2.51,6.2,78.6,1.8,Sometimes,Late night,Video lectures,Sometimes,2–3 days before,4,1,Yes
BS Data Science,5,2.1,2.7,2.28,2.64,12.4,82.5,2.6,Sometimes,Late night,Mixed,Sometimes,2–3 days before,4,2,Sometimes
BS Data Science,5,1.6,3.9,2.72,3.3,6.3,83.2,4.5,Sometimes,Morning,Mixed,Rarely,Last day,5,1,Yes
Radiology,4,1.5,2.8,2.44,3.75,6.8,90.2,1.3,Always,Late night,Mixed,Sometimes,Throughout the semester,5,5,Sometimes
BS Software Engineering,6,1.7,3.3,3.95,3.32,5.6,82.8,1.2,Sometimes,Morning,Mixed,Sometimes,1 week before,5,1,Yes
DPT,6,1.7,4.5,2.28,3.17,5.9,89.3,1.5,Often,Morning,Reading notes,Never,1 week before,4,3,Yes
BS Software Engineering,2,5.5,3.8,0.29,3.28,4.7,92.8,2.4,Sometimes,Evening,Group study,Rarely,2–3 days before,2,4,Sometimes
BS Mathematics,3,5.5,1.5,0.0,3.29,7.2,84.8,2.2,Sometimes,Late night,Practice questions,Rarely,Throughout the semester,4,1,Sometimes
BS Software Engineering,7,3.3,4.4,4.0,3.75,5.6,97.5,1.5,Often,Late night,Video lectures,Sometimes,Last day,4,1,Yes
BS AI,5,1.5,4.5,2.79,3.3,6.1,89.8,3.1,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,4,2,Sometimes
BS Data Science,5,1.5,3.7,2.34,3.21,6.6,87.1,3.9,Sometimes,Late night,Mixed,Never,Throughout the semester,4,3,Yes
BS Data Science,3,2.8,3.4,3.56,3.69,6.7,68.7,4.5,Sometimes,Late night,Mixed,Rarely,Throughout the semester,3,2,Sometimes
BS English,6,1.5,4.5,4.0,3.56,6.4,92.8,4.5,Sometimes,Morning,Mixed,Sometimes,2–3 days before,4,4,Sometimes
BS AI,4,1.6,2.0,2.88,3.18,5.9,97.5,4.5,Rarely,Evening,Mixed,Often,1 week before,4,2,Sometimes
BBA,5,2.2,3.1,2.86,3.27,2.5,73.1,2.5,Sometimes,Late night,Group study,Rarely,1 week before,5,1,Yes
BS Data Science,6,5.5,3.7,4.0,3.23,5.8,83.5,2.5,Often,Evening,Mixed,Often,1 week before,3,1,No
BS Data Science,5,2.0,2.8,0.0,3.22,2.5,73.3,1.1,Always,Evening,Mixed,Often,Throughout the semester,4,1,No
BS Data Science,2,2.0,4.1,2.25,3.25,7.9,74.5,4.5,Sometimes,Late night,Mixed,Rarely,Last day,5,1,Sometimes
BSCS,6,1.6,3.1,3.94,3.24,6.4,89.1,4.2,Sometimes,Morning,Practice questions,Sometimes,Last day,5,1,Sometimes
BS Data Science,2,1.6,3.3,2.7,3.68,7.2,89.6,3.5,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,4,5,Sometimes
Docter of optometry,4,1.5,4.5,2.28,3.55,7.0,86.0,2.7,Sometimes,Afternoon,Reading notes,Rarely,1 week before,4,3,Sometimes
BS Data Science,5,1.7,4.0,2.21,3.27,5.8,85.1,3.3,Rarely,Morning,Mixed,Sometimes,1 week before,0,3,Sometimes
BS Data Science,2,1.9,3.9,0.17,3.33,6.1,60.0,3.5,Sometimes,Evening,Practice questions,Sometimes,2–3 days before,5,4,Yes
BS Data Science,3,1.9,2.4,2.16,3.29,6.4,80.2,1.2,Sometimes,Late night,Mixed,Never,Throughout the semester,5,1,Sometimes
BS Urdu,5,4.6,2.8,2.55,3.18,6.3,93.3,4.2,Rarely,Morning,Mixed,Sometimes,Throughout the semester,3,4,Yes
BS Mathematics,1,1.9,3.3,3.72,3.63,7.5,94.5,1.6,Always,Morning,Mixed,Sometimes,Throughout the semester,5,1,No
BS Data Science,3,1.7,1.5,1.56,3.25,6.4,74.2,2.2,Rarely,Late night,Practice questions,Never,Last day,3,1,Yes
BS Computer Science,5,2.0,1.7,4.0,3.23,6.7,97.5,1.0,Sometimes,Morning,Video lectures,Rarely,1 week before,5,2,Yes
BS Data Science,5,1.6,3.5,2.38,2.32,6.6,89.4,4.5,Sometimes,Morning,Mixed,Rarely,1 week before,5,5,Sometimes
BS Data Science,3,5.5,4.5,2.57,3.75,6.7,94.8,1.8,Always,Afternoon,Mixed,Often,2–3 days before,2,1,Sometimes
BS AI,2,5.3,1.5,0.0,3.43,6.0,81.1,1.0,Sometimes,Evening,Video lectures,Rarely,Last day,5,2,No
BS Data Science,5,1.6,4.5,2.99,3.23,7.9,93.3,4.2,Often,Late night,Mixed,Rarely,Last day,5,1,Yes
Radiology,4,2.0,1.7,2.11,3.7,10.4,68.6,3.9,Sometimes,Evening,Video lectures,Often,1 week before,3,1,Yes
BS Computer Science,7,1.7,3.8,1.48,3.28,6.5,88.2,1.9,Always,Afternoon,Group study,Sometimes,Throughout the semester,5,3,No
BBA,4,4.8,1.8,2.12,3.66,8.1,83.7,2.6,Always,Morning,Mixed,Always,Throughout the semester,3,1,Sometimes
BS Data Science,7,1.9,3.6,0.0,3.25,6.8,84.3,4.5,Rarely,Evening,Mixed,Often,Last day,5,1,Sometimes
BS Software Engineering,5,4.2,3.4,2.37,3.33,8.6,96.5,3.2,Sometimes,Morning,Mixed,Sometimes,2–3 days before,5,4,No
Radiology,1,5.4,3.9,3.87,3.45,11.6,95.9,2.6,Sometimes,Late night,Video lectures,Sometimes,Throughout the semester,0,4,Sometimes
BS Data Science,4,1.6,3.8,2.66,3.75,6.1,93.0,2.7,Often,Late night,Group study,Never,Last day,2,3,Yes
Docter of optometry,4,2.3,3.4,3.03,3.28,6.2,87.1,3.1,Sometimes,Evening,Practice questions,Sometimes,Throughout the semester,2,3,Sometimes
Radiology,2,5.5,2.3,2.02,3.61,12.4,86.7,2.7,Rarely,Late night,Mixed,Sometimes,Throughout the semester,0,5,Sometimes
BS Data Science,5,1.8,3.2,4.0,2.49,6.0,85.7,4.5,Often,Evening,Mixed,Rarely,1 week before,4,2,Yes
BS Software Engineering,3,1.7,3.4,3.9,3.75,2.5,85.7,3.9,Often,Morning,Mixed,Sometimes,1 week before,5,1,Sometimes
DPT,5,4.5,1.8,3.32,3.75,7.1,80.4,2.4,Rarely,Morning,Mixed,Sometimes,Throughout the semester,1,4,Sometimes
BS Urdu,2,2.0,3.8,1.71,3.32,6.3,66.8,0.1,Always,Evening,Mixed,Sometimes,Last day,5,3,Sometimes
BS Urdu,1,3.5,1.5,1.97,3.22,6.0,94.3,1.0,Rarely,Late night,Mixed,Rarely,Throughout the semester,2,5,Sometimes
BS Accounting & finance,1,5.2,3.3,1.73,3.57,6.2,80.5,2.6,Rarely,Late night,Mixed,Sometimes,Throughout the semester,3,5,Sometimes
BBA,4,1.7,3.6,3.48,3.18,11.2,97.5,1.9,Rarely,Evening,Video lectures,Always,Throughout the semester,4,2,Yes
BS Data Science,3,1.7,3.1,0.97,3.41,6.0,95.8,2.7,Often,Morning,Video lectures,Sometimes,2–3 days before,5,1,Yes
BBA,6,1.7,3.3,4.0,3.75,7.1,97.5,4.0,Sometimes,Morning,Mixed,Never,Throughout the semester,5,1,No
BS Data Science,7,1.7,4.5,1.92,3.25,14.5,81.0,2.8,Sometimes,Morning,Practice questions,Never,Last day,5,1,Yes
BS Mathematics,3,1.5,4.5,3.7,3.22,6.3,92.8,4.2,Sometimes,Late night,Mixed,Sometimes,1 week before,5,1,Sometimes
BS AI,2,4.0,1.6,1.92,2.73,10.7,82.0,1.3,Rarely,Afternoon,Mixed,Often,1 week before,0,2,Sometimes
BS Data Science,2,1.5,3.8,2.36,3.13,6.3,89.3,4.5,Often,Evening,Mixed,Never,Last day,4,1,Yes
BS Data Science,4,1.5,4.5,2.42,3.62,6.2,93.7,3.8,Often,Morning,Mixed,Sometimes,Last day,2,5,Sometimes
BS Data Science,2,4.9,1.5,3.79,3.75,11.3,91.0,0.9,Rarely,Late night,Practice questions,Often,2–3 days before,3,1,Sometimes
BS Data Science,5,1.5,2.0,1.96,3.13,14.0,78.1,2.0,Always,Late night,Mixed,Often,Last day,3,3,Yes
BS Software Engineering,5,1.7,3.5,3.78,3.75,6.5,90.3,4.5,Sometimes,Evening,Mixed,Never,Last day,4,2,Yes
BSCS,5,1.5,2.4,3.42,3.75,7.2,87.9,4.5,Rarely,Morning,Mixed,Rarely,1 week before,4,5,Sometimes
BS Data Science,2,1.8,2.3,2.09,3.21,6.2,88.3,2.5,Never,Late night,Mixed,Rarely,2–3 days before,4,1,Sometimes
Docter of optometry,5,1.9,3.5,2.7,3.42,6.6,79.5,2.2,Sometimes,Morning,Mixed,Never,Last day,4,2,Sometimes
BS Data Science,4,2.0,3.5,2.33,2.48,2.5,89.3,0.9,Sometimes,Morning,Video lectures,Never,1 week before,5,1,Yes
BBA,5,1.5,3.3,2.47,3.75,5.4,92.6,2.9,Sometimes,Afternoon,Mixed,Never,Last day,5,1,Yes
Docter of optometry,2,5.3,3.5,1.34,3.62,7.0,72.6,1.5,Sometimes,Late night,Video lectures,Always,Throughout the semester,1,1,Yes
BS Software Engineering,5,3.3,4.5,3.67,3.33,6.5,86.7,3.3,Sometimes,Late night,Mixed,Sometimes,1 week before,3,3,Sometimes
BS Data Science,5,1.9,3.5,3.38,3.26,6.1,87.1,3.9,Often,Evening,Practice questions,Never,2–3 days before,5,1,No
BS Data Science,6,1.7,3.8,0.0,3.72,6.2,87.8,3.0,Never,Morning,Practice questions,Rarely,2–3 days before,5,1,No
DPT,3,4.8,3.4,3.07,3.34,13.7,94.6,4.1,Always,Morning,Mixed,Rarely,Throughout the semester,1,4,Sometimes
BS Accounting & finance,1,5.5,2.1,3.61,3.75,6.4,83.3,1.1,Always,Evening,Mixed,Sometimes,1 week before,2,2,Yes
BS AI,5,1.5,4.5,4.0,3.27,6.4,88.6,4.1,Sometimes,Late night,Mixed,Rarely,Last day,3,3,No
BS Data Science,2,2.3,2.9,0.0,3.75,6.6,77.6,1.8,Rarely,Evening,Mixed,Rarely,2–3 days before,5,3,Yes
Docter of optometry,1,4.5,2.1,2.75,3.75,11.1,91.1,0.9,Sometimes,Late night,Video lectures,Sometimes,Throughout the semester,5,5,No
BS Data Science,5,1.5,3.8,3.41,3.34,7.3,85.9,2.5,Often,Afternoon,Mixed,Sometimes,1 week before,2,3,Sometimes
BS AI,5,4.2,3.1,2.52,3.22,2.5,62.2,2.4,Rarely,Late night,Mixed,Sometimes,2–3 days before,5,2,Sometimes
BS Mathematics,4,1.6,3.2,2.85,3.3,6.8,93.0,2.2,Sometimes,Late night,Mixed,Often,2–3 days before,3,3,Sometimes
BS Data Science,1,5.1,4.2,1.97,3.21,7.1,75.1,1.4,Often,Morning,Reading notes,Sometimes,1 week before,3,1,Sometimes
BS English,3,4.9,3.4,1.84,3.63,14.5,81.8,1.0,Rarely,Morning,Mixed,Sometimes,Throughout the semester,3,4,Sometimes
BSCS,1,5.5,3.6,3.85,2.75,6.1,89.9,2.2,Rarely,Evening,Group study,Never,Last day,4,1,Yes
BS Data Science,6,2.7,3.9,3.44,2.25,5.6,92.8,4.5,Always,Evening,Mixed,Often,1 week before,4,1,Yes
BS Data Science,5,1.5,3.3,1.99,3.38,6.5,90.9,3.5,Rarely,Morning,Mixed,Often,2–3 days before,4,1,Yes
Radiology,4,5.5,3.4,0.83,2.61,4.4,74.4,2.3,Rarely,Evening,Practice questions,Always,Throughout the semester,4,3,No
BS Software Engineering,6,4.0,3.5,2.15,3.75,6.1,60.0,2.8,Rarely,Late night,Mixed,Never,1 week before,4,2,Sometimes
BS Data Science,5,4.6,1.5,1.69,3.22,12.8,84.8,3.7,Sometimes,Late night,Mixed,Always,Throughout the semester,5,3,Sometimes
BS Data Science,1,5.1,4.3,2.82,3.75,7.0,97.5,1.6,Sometimes,Late night,Mixed,Often,Throughout the semester,0,2,Sometimes
BS Software Engineering,7,1.5,3.4,3.56,3.75,6.5,94.5,1.7,Sometimes,Morning,Video lectures,Always,1 week before,5,2,Yes
BBA,2,1.9,4.3,2.22,3.17,6.1,89.1,1.2,Often,Late night,Mixed,Sometimes,Throughout the semester,4,4,Sometimes
BS Data Science,6,2.0,3.3,3.42,3.18,6.5,93.2,3.3,Sometimes,Late night,Mixed,Rarely,1 week before,5,1,Yes
Docter of optometry,5,1.5,3.8,3.56,3.75,6.7,85.8,4.3,Sometimes,Morning,Mixed,Rarely,Last day,4,1,Sometimes
BBA,5,1.8,3.5,2.17,3.27,6.1,72.5,1.9,Often,Evening,Mixed,Always,Last day,5,3,Yes
BS Software Engineering,3,4.2,3.2,3.76,3.24,5.9,95.4,2.1,Always,Evening,Video lectures,Sometimes,Last day,5,1,No
BS Computer Science,3,1.9,3.4,3.84,2.29,6.5,97.4,3.4,Sometimes,Late night,Reading notes,Rarely,2–3 days before,4,3,No
BS Data Science,5,1.5,3.7,2.86,3.75,6.6,86.0,4.5,Sometimes,Late night,Mixed,Never,1 week before,5,5,Sometimes
BS Software Engineering,3,4.1,3.3,1.77,3.71,6.7,79.0,2.0,Rarely,Late night,Mixed,Sometimes,Throughout the semester,5,3,Sometimes
BS AI,4,4.6,2.9,2.74,3.57,12.3,95.4,3.4,Rarely,Late night,Group study,Often,2–3 days before,5,4,Sometimes
BS Data Science,7,4.0,4.0,0.0,3.63,6.3,88.4,2.3,Rarely,Late night,Reading notes,Rarely,2–3 days before,4,2,Yes
Docter of optometry,3,1.5,3.9,4.0,3.75,6.2,87.7,3.3,Sometimes,Morning,Mixed,Sometimes,Last day,4,2,No
BS AI,6,1.5,4.5,2.21,3.26,6.7,60.0,4.5,Sometimes,Evening,Mixed,Rarely,Last day,5,1,Yes
BS English,5,1.5,3.7,2.58,3.63,6.1,93.1,4.1,Sometimes,Late night,Video lectures,Often,1 week before,4,2,Yes
BS Data Science,4,5.2,2.0,1.51,3.34,10.0,82.2,2.3,Rarely,Late night,Video lectures,Sometimes,2–3 days before,4,1,Yes
BS Software Engineering,1,2.0,3.5,4.0,2.95,6.4,85.6,2.9,Often,Evening,Video lectures,Never,1 week before,5,1,Yes
BS Mathematics,5,2.2,3.3,1.87,3.25,6.3,77.0,4.2,Sometimes,Late night,Mixed,Rarely,2–3 days before,4,4,Sometimes
BS Mathematics,7,1.6,1.5,0.0,3.23,6.0,71.6,0.6,Sometimes,Morning,Mixed,Never,1 week before,4,1,Yes
BS Data Science,6,1.5,3.7,4.0,3.37,6.1,92.8,4.5,Sometimes,Late night,Video lectures,Rarely,1 week before,5,1,Yes
BBA,3,4.8,1.5,2.84,3.27,9.0,97.5,0.4,Rarely,Evening,Group study,Sometimes,Throughout the semester,4,3,Sometimes
BS Data Science,1,5.2,1.5,1.55,3.75,10.0,78.2,0.7,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,4,4,Sometimes
BS Data Science,4,1.5,4.5,4.0,3.75,6.5,86.5,4.0,Sometimes,Morning,Mixed,Never,Last day,5,5,Sometimes
BBA,3,3.3,1.5,0.0,3.72,7.6,88.4,2.1,Rarely,Late night,Mixed,Rarely,1 week before,3,5,Sometimes
BS AI,5,2.1,3.6,3.58,3.5,6.6,97.5,2.8,Sometimes,Late night,Mixed,Sometimes,Throughout the semester,4,2,Sometimes
BS Data Science,6,2.0,3.2,3.59,3.36,6.0,93.5,3.2,Sometimes,Morning,Mixed,Rarely,Throughout the semester,5,1,Sometimes
BS Software Engineering,4,1.5,3.3,0.0,3.75,5.9,87.7,2.9,Sometimes,Morning,Mixed,Never,1 week before,2,2,Yes
BS Data Science,3,3.8,1.5,3.01,3.53,11.6,93.6,2.8,Always,Late night,Practice questions,Sometimes,Throughout the semester,3,2,Sometimes
BS Data Science,4,1.7,3.3,3.69,3.18,6.8,91.5,2.8,Sometimes,Late night,Mixed,Rarely,Throughout the semester,5,2,Sometimes
BBA,5,1.5,4.1,2.72,3.58,12.6,80.0,3.7,Rarely,Late night,Mixed,Often,Throughout the semester,4,2,Sometimes
BS Data Science,5,1.5,3.2,0.0,3.22,6.2,90.0,3.6,Often,Evening,Mixed,Rarely,1 week before,5,1,Yes
BS Mathematics,7,1.6,3.5,2.15,3.1,3.1,93.7,4.1,Often,Late night,Mixed,Sometimes,1 week before,3,5,Sometimes
BS AI,3,2.5,4.1,2.82,3.75,6.0,76.0,1.5,Always,Evening,Video lectures,Always,Last day,4,1,Yes
BBA,6,1.5,2.8,3.7,3.27,7.3,83.3,3.0,Never,Morning,Mixed,Never,1 week before,3,3,Sometimes
BS Data Science,1,4.4,4.5,3.14,3.38,13.3,97.5,1.3,Sometimes,Evening,Mixed,Never,Throughout the semester,1,3,Sometimes
Radiology,4,1.6,3.7,3.6,3.33,7.1,88.9,2.6,Often,Morning,Mixed,Sometimes,1 week before,4,5,Sometimes
BS Data Science,7,1.9,1.9,2.54,3.37,13.9,91.0,2.4,Sometimes,Evening,Video lectures,Never,Last day,5,1,Yes
DPT,5,1.6,4.1,1.01,3.58,5.2,85.0,4.5,Sometimes,Morning,Group study,Never,2–3 days before,3,1,No
BBA,3,5.5,4.5,2.99,3.22,7.8,95.4,3.6,Often,Morning,Mixed,Sometimes,2–3 days before,4,4,Sometimes
BS Data Science,3,4.7,1.5,0.0,3.28,3.4,91.2,2.5,Sometimes,Afternoon,Mixed,Often,1 week before,5,2,Yes
BS Data Science,1,1.8,4.0,1.53,3.31,5.4,85.2,4.5,Sometimes,Late night,Mixed,Never,Last day,5,4,Yes
BS English,1,2.6,2.4,4.0,3.59,6.6,91.7,3.0,Sometimes,Evening,Video lectures,Sometimes,2–3 days before,3,4,Sometimes
